# TITLE= "l100.lineC4.dat"
# Coord_Sys CYLIND
x z var inwind i j
6.6425e+15 4.4283e+12 0.00000e+00  -2   0   0
6.6425e+15 9.4210e+12 0.00000e+00  -1   0   1
6.6425e+15 1.0622e+13 0.00000e+00  -1   0   2
6.6425e+15 1.1975e+13 0.00000e+00  -1   0   3
6.6425e+15 1.3501e+13 0.00000e+00  -1   0   4
6.6425e+15 1.5221e+13 0.00000e+00  -1   0   5
6.6425e+15 1.7161e+13 0.00000e+00  -1   0   6
6.6425e+15 1.9348e+13 0.00000e+00  -1   0   7
6.6425e+15 2.1814e+13 0.00000e+00  -1   0   8
6.6425e+15 2.4593e+13 0.00000e+00  -1   0   9
6.6425e+15 2.7727e+13 0.00000e+00  -1   0  10
6.6425e+15 3.1260e+13 0.00000e+00  -1   0  11
6.6425e+15 3.5244e+13 0.00000e+00  -1   0  12
6.6425e+15 3.9735e+13 0.00000e+00  -1   0  13
6.6425e+15 4.4799e+13 0.00000e+00  -1   0  14
6.6425e+15 5.0508e+13 0.00000e+00  -1   0  15
6.6425e+15 5.6944e+13 0.00000e+00  -1   0  16
6.6425e+15 6.4200e+13 0.00000e+00  -1   0  17
6.6425e+15 7.2381e+13 0.00000e+00  -1   0  18
6.6425e+15 8.1605e+13 0.00000e+00  -1   0  19
6.6425e+15 9.2004e+13 0.00000e+00  -1   0  20
6.6425e+15 1.0373e+14 0.00000e+00  -1   0  21
6.6425e+15 1.1695e+14 0.00000e+00  -1   0  22
6.6425e+15 1.3185e+14 0.00000e+00  -1   0  23
6.6425e+15 1.4865e+14 0.00000e+00  -1   0  24
6.6425e+15 1.6759e+14 0.00000e+00  -1   0  25
6.6425e+15 1.8895e+14 0.00000e+00  -1   0  26
6.6425e+15 2.1303e+14 0.00000e+00  -1   0  27
6.6425e+15 2.4017e+14 0.00000e+00  -1   0  28
6.6425e+15 2.7078e+14 0.00000e+00  -1   0  29
6.6425e+15 3.0529e+14 0.00000e+00  -1   0  30
6.6425e+15 3.4419e+14 0.00000e+00  -1   0  31
6.6425e+15 3.8805e+14 0.00000e+00  -1   0  32
6.6425e+15 4.3750e+14 0.00000e+00  -1   0  33
6.6425e+15 4.9325e+14 0.00000e+00  -1   0  34
6.6425e+15 5.5610e+14 0.00000e+00  -1   0  35
6.6425e+15 6.2697e+14 0.00000e+00  -1   0  36
6.6425e+15 7.0686e+14 0.00000e+00  -1   0  37
6.6425e+15 7.9694e+14 0.00000e+00  -1   0  38
6.6425e+15 8.9850e+14 0.00000e+00  -1   0  39
6.6425e+15 1.0130e+15 0.00000e+00  -1   0  40
6.6425e+15 1.1421e+15 0.00000e+00  -1   0  41
6.6425e+15 1.2876e+15 0.00000e+00  -1   0  42
6.6425e+15 1.4517e+15 0.00000e+00  -1   0  43
6.6425e+15 1.6367e+15 0.00000e+00  -1   0  44
6.6425e+15 1.8453e+15 0.00000e+00  -1   0  45
6.6425e+15 2.0804e+15 0.00000e+00  -1   0  46
6.6425e+15 2.3455e+15 0.00000e+00  -1   0  47
6.6425e+15 2.6444e+15 0.00000e+00  -1   0  48
6.6425e+15 2.9814e+15 0.00000e+00  -1   0  49
6.6425e+15 3.3613e+15 0.00000e+00  -1   0  50
6.6425e+15 3.7896e+15 0.00000e+00  -1   0  51
6.6425e+15 4.2725e+15 0.00000e+00  -1   0  52
6.6425e+15 4.8170e+15 0.00000e+00  -1   0  53
6.6425e+15 5.4308e+15 0.00000e+00  -1   0  54
6.6425e+15 6.1229e+15 0.00000e+00  -1   0  55
6.6425e+15 6.9031e+15 0.00000e+00  -1   0  56
6.6425e+15 7.7828e+15 0.00000e+00  -1   0  57
6.6425e+15 8.7746e+15 0.00000e+00  -1   0  58
6.6425e+15 9.8927e+15 0.00000e+00  -1   0  59
6.6425e+15 1.1153e+16 0.00000e+00  -1   0  60
6.6425e+15 1.2575e+16 0.00000e+00  -1   0  61
6.6425e+15 1.4177e+16 0.00000e+00  -1   0  62
6.6425e+15 1.5984e+16 0.00000e+00  -1   0  63
6.6425e+15 1.8020e+16 0.00000e+00  -1   0  64
6.6425e+15 2.0317e+16 0.00000e+00  -1   0  65
6.6425e+15 2.2906e+16 0.00000e+00  -1   0  66
6.6425e+15 2.5825e+16 0.00000e+00  -1   0  67
6.6425e+15 2.9116e+16 0.00000e+00  -1   0  68
6.6425e+15 3.2826e+16 0.00000e+00  -1   0  69
6.6425e+15 3.7009e+16 0.00000e+00  -1   0  70
6.6425e+15 4.1725e+16 0.00000e+00  -1   0  71
6.6425e+15 4.7042e+16 0.00000e+00  -1   0  72
6.6425e+15 5.3037e+16 0.00000e+00  -1   0  73
6.6425e+15 5.9795e+16 0.00000e+00  -1   0  74
6.6425e+15 6.7415e+16 0.00000e+00  -1   0  75
6.6425e+15 7.6006e+16 0.00000e+00  -1   0  76
6.6425e+15 8.5691e+16 0.00000e+00  -1   0  77
6.6425e+15 9.6611e+16 0.00000e+00  -1   0  78
6.6425e+15 1.0892e+17 0.00000e+00  -1   0  79
6.6425e+15 1.2280e+17 0.00000e+00  -1   0  80
6.6425e+15 1.3845e+17 0.00000e+00  -1   0  81
6.6425e+15 1.5609e+17 0.00000e+00  -1   0  82
6.6425e+15 1.7598e+17 0.00000e+00  -1   0  83
6.6425e+15 1.9841e+17 0.00000e+00  -1   0  84
6.6425e+15 2.2369e+17 0.00000e+00  -1   0  85
6.6425e+15 2.5220e+17 0.00000e+00  -1   0  86
6.6425e+15 2.8434e+17 0.00000e+00  -1   0  87
6.6425e+15 3.2057e+17 0.00000e+00  -1   0  88
6.6425e+15 3.6142e+17 0.00000e+00  -1   0  89
6.6425e+15 4.0748e+17 0.00000e+00  -1   0  90
6.6425e+15 4.5940e+17 0.00000e+00  -1   0  91
6.6425e+15 5.1795e+17 0.00000e+00  -1   0  92
6.6425e+15 5.8395e+17 0.00000e+00  -1   0  93
6.6425e+15 6.5836e+17 0.00000e+00  -1   0  94
6.6425e+15 7.4226e+17 0.00000e+00  -1   0  95
6.6425e+15 8.3685e+17 0.00000e+00  -1   0  96
6.6425e+15 9.4349e+17 0.00000e+00  -1   0  97
6.6425e+15 1.0637e+18 0.00000e+00  -1   0  98
6.6425e+15 1.1993e+18 0.00000e+00  -1   0  99
1.3432e+16 4.4283e+12 9.55279e+42   1   1   0
1.3432e+16 9.4210e+12 1.26384e+41   1   1   1
1.3432e+16 1.0622e+13 1.01834e+41   1   1   2
1.3432e+16 1.1975e+13 8.20594e+40   1   1   3
1.3432e+16 1.3501e+13 6.63311e+40   1   1   4
1.3432e+16 1.5221e+13 3.94064e+40   1   1   5
1.3432e+16 1.7161e+13 3.05910e+40   1   1   6
1.3432e+16 1.9348e+13 1.96229e+40   1   1   7
1.3432e+16 2.1814e+13 1.05773e+40   1   1   8
1.3432e+16 2.4593e+13 5.77229e+39   1   1   9
1.3432e+16 2.7727e+13 3.33880e+39   1   1  10
1.3432e+16 3.1260e+13 1.89184e+39   1   1  11
1.3432e+16 3.5244e+13 1.08950e+39   1   1  12
1.3432e+16 3.9735e+13 7.84009e+38   1   1  13
1.3432e+16 4.4799e+13 5.26965e+38   1   1  14
1.3432e+16 5.0508e+13 3.84805e+38   1   1  15
1.3432e+16 5.6944e+13 1.86544e+38   1   1  16
1.3432e+16 6.4200e+13 1.27617e+38   1   1  17
1.3432e+16 7.2381e+13 8.30703e+37   1   1  18
1.3432e+16 8.1605e+13 4.80741e+37   1   1  19
1.3432e+16 9.2004e+13 2.52865e+37   1   1  20
1.3432e+16 1.0373e+14 4.77808e+36   1   1  21
1.3432e+16 1.1695e+14 0.00000e+00  -1   1  22
1.3432e+16 1.3185e+14 0.00000e+00  -1   1  23
1.3432e+16 1.4865e+14 0.00000e+00  -1   1  24
1.3432e+16 1.6759e+14 0.00000e+00  -1   1  25
1.3432e+16 1.8895e+14 0.00000e+00  -1   1  26
1.3432e+16 2.1303e+14 0.00000e+00  -1   1  27
1.3432e+16 2.4017e+14 0.00000e+00  -1   1  28
1.3432e+16 2.7078e+14 0.00000e+00  -1   1  29
1.3432e+16 3.0529e+14 0.00000e+00  -1   1  30
1.3432e+16 3.4419e+14 0.00000e+00  -1   1  31
1.3432e+16 3.8805e+14 0.00000e+00  -1   1  32
1.3432e+16 4.3750e+14 0.00000e+00  -1   1  33
1.3432e+16 4.9325e+14 0.00000e+00  -1   1  34
1.3432e+16 5.5610e+14 0.00000e+00  -1   1  35
1.3432e+16 6.2697e+14 0.00000e+00  -1   1  36
1.3432e+16 7.0686e+14 0.00000e+00  -1   1  37
1.3432e+16 7.9694e+14 0.00000e+00  -1   1  38
1.3432e+16 8.9850e+14 0.00000e+00  -1   1  39
1.3432e+16 1.0130e+15 0.00000e+00  -1   1  40
1.3432e+16 1.1421e+15 0.00000e+00  -1   1  41
1.3432e+16 1.2876e+15 0.00000e+00  -1   1  42
1.3432e+16 1.4517e+15 0.00000e+00  -1   1  43
1.3432e+16 1.6367e+15 0.00000e+00  -1   1  44
1.3432e+16 1.8453e+15 0.00000e+00  -1   1  45
1.3432e+16 2.0804e+15 0.00000e+00  -1   1  46
1.3432e+16 2.3455e+15 0.00000e+00  -1   1  47
1.3432e+16 2.6444e+15 0.00000e+00  -1   1  48
1.3432e+16 2.9814e+15 0.00000e+00  -1   1  49
1.3432e+16 3.3613e+15 0.00000e+00  -1   1  50
1.3432e+16 3.7896e+15 0.00000e+00  -1   1  51
1.3432e+16 4.2725e+15 0.00000e+00  -1   1  52
1.3432e+16 4.8170e+15 0.00000e+00  -1   1  53
1.3432e+16 5.4308e+15 0.00000e+00  -1   1  54
1.3432e+16 6.1229e+15 0.00000e+00  -1   1  55
1.3432e+16 6.9031e+15 0.00000e+00  -1   1  56
1.3432e+16 7.7828e+15 0.00000e+00  -1   1  57
1.3432e+16 8.7746e+15 0.00000e+00  -1   1  58
1.3432e+16 9.8927e+15 0.00000e+00  -1   1  59
1.3432e+16 1.1153e+16 0.00000e+00  -1   1  60
1.3432e+16 1.2575e+16 0.00000e+00  -1   1  61
1.3432e+16 1.4177e+16 0.00000e+00  -1   1  62
1.3432e+16 1.5984e+16 0.00000e+00  -1   1  63
1.3432e+16 1.8020e+16 0.00000e+00  -1   1  64
1.3432e+16 2.0317e+16 0.00000e+00  -1   1  65
1.3432e+16 2.2906e+16 0.00000e+00  -1   1  66
1.3432e+16 2.5825e+16 0.00000e+00  -1   1  67
1.3432e+16 2.9116e+16 0.00000e+00  -1   1  68
1.3432e+16 3.2826e+16 0.00000e+00  -1   1  69
1.3432e+16 3.7009e+16 0.00000e+00  -1   1  70
1.3432e+16 4.1725e+16 0.00000e+00  -1   1  71
1.3432e+16 4.7042e+16 0.00000e+00  -1   1  72
1.3432e+16 5.3037e+16 0.00000e+00  -1   1  73
1.3432e+16 5.9795e+16 0.00000e+00  -1   1  74
1.3432e+16 6.7415e+16 0.00000e+00  -1   1  75
1.3432e+16 7.6006e+16 0.00000e+00  -1   1  76
1.3432e+16 8.5691e+16 0.00000e+00  -1   1  77
1.3432e+16 9.6611e+16 0.00000e+00  -1   1  78
1.3432e+16 1.0892e+17 0.00000e+00  -1   1  79
1.3432e+16 1.2280e+17 0.00000e+00  -1   1  80
1.3432e+16 1.3845e+17 0.00000e+00  -1   1  81
1.3432e+16 1.5609e+17 0.00000e+00  -1   1  82
1.3432e+16 1.7598e+17 0.00000e+00  -1   1  83
1.3432e+16 1.9841e+17 0.00000e+00  -1   1  84
1.3432e+16 2.2369e+17 0.00000e+00  -1   1  85
1.3432e+16 2.5220e+17 0.00000e+00  -1   1  86
1.3432e+16 2.8434e+17 0.00000e+00  -1   1  87
1.3432e+16 3.2057e+17 0.00000e+00  -1   1  88
1.3432e+16 3.6142e+17 0.00000e+00  -1   1  89
1.3432e+16 4.0748e+17 0.00000e+00  -1   1  90
1.3432e+16 4.5940e+17 0.00000e+00  -1   1  91
1.3432e+16 5.1795e+17 0.00000e+00  -1   1  92
1.3432e+16 5.8395e+17 0.00000e+00  -1   1  93
1.3432e+16 6.5836e+17 0.00000e+00  -1   1  94
1.3432e+16 7.4226e+17 0.00000e+00  -1   1  95
1.3432e+16 8.3685e+17 0.00000e+00  -1   1  96
1.3432e+16 9.4349e+17 0.00000e+00  -1   1  97
1.3432e+16 1.0637e+18 0.00000e+00  -1   1  98
1.3432e+16 1.1993e+18 0.00000e+00  -1   1  99
1.3730e+16 4.4283e+12 5.39266e+37   0   2   0
1.3730e+16 9.4210e+12 7.22338e+41   0   2   1
1.3730e+16 1.0622e+13 1.14426e+42   0   2   2
1.3730e+16 1.1975e+13 1.28433e+42   0   2   3
1.3730e+16 1.3501e+13 1.24733e+42   0   2   4
1.3730e+16 1.5221e+13 7.79949e+41   0   2   5
1.3730e+16 1.7161e+13 6.28867e+41   0   2   6
1.3730e+16 1.9348e+13 4.64108e+41   0   2   7
1.3730e+16 2.1814e+13 3.28852e+41   0   2   8
1.3730e+16 2.4593e+13 2.23561e+41   0   2   9
1.3730e+16 2.7727e+13 1.36743e+41   0   2  10
1.3730e+16 3.1260e+13 9.34356e+40   0   2  11
1.3730e+16 3.5244e+13 5.22209e+40   0   2  12
1.3730e+16 3.9735e+13 3.07830e+40   0   2  13
1.3730e+16 4.4799e+13 1.86341e+40   0   2  14
1.3730e+16 5.0508e+13 1.01163e+40   0   2  15
1.3730e+16 5.6944e+13 5.09920e+39   0   2  16
1.3730e+16 6.4200e+13 3.16339e+39   0   2  17
1.3730e+16 7.2381e+13 1.74132e+39   0   2  18
1.3730e+16 8.1605e+13 1.17400e+39   0   2  19
